updated;price
2020-06-11;63.9529
2020-06-10;63.6199
2020-06-09;62.3657
2020-06-06;62.7951
2020-06-05;63.2325
2020-06-04;62.8397
2020-06-03;64.0304
2020-06-02;64.881
2020-05-30;65.9539
2020-05-29;65.9413
2020-05-28;66.0841
2020-05-27;65.9872
2020-05-26;66.4528
2020-05-23;66.8748
2020-05-22;65.838
2020-05-21;67.1694
2020-05-20;67.4196
2020-05-19;68.0464
2020-05-16;68.3813
2020-05-15;69.1935
2020-05-14;68.7585
2020-05-13;68.3126
2020-05-09;69.4813
2020-05-08;69.6587
2020-05-07;69.5323
2020-05-01;68.198
2020-04-30;69.2147
2020-04-29;69.6629
2020-04-28;69.4763
2020-04-25;69.4035
2020-04-24;69.8063
2020-04-23;71.5568
2020-04-22;71.0186
2020-04-21;69.2889
2020-04-18;68.5588
2020-04-17;69.3285
2020-04-16;68.6642
2020-04-15;68.143
2020-04-14;68.0877
2020-04-11;68.0459
2020-04-10;68.5047
2020-04-09;69.6391
2020-04-08;69.3106
2020-04-07;70.0247
2020-04-04;71.4027
2020-04-03;71.4027
2020-04-02;71.4027
2020-04-01;71.4027
2020-03-28;71.4027
2020-03-27;71.3226
2020-03-26;69.7537
2020-03-25;71.2054
2020-03-24;73.3785
2020-03-21;71.0624
2020-03-20;73.5453
2020-03-19;71.9366
2020-03-18;69.2272
2020-03-17;69.7888
2020-03-14;69.0292
2020-03-13;71.424
2020-03-12;68.1042
2020-03-11;69.0748
2020-03-10;63.777
2020-03-07;63.777
2020-03-06;61.7027
2020-03-05;61.5112
2020-03-04;61.5134
2020-03-03;61.2922
2020-02-29;61.5414
2020-02-28;59.6425
2020-02-27;59.3538
2020-02-26;58.6965
2020-02-25;57.5991
2020-02-22;57.5991
2020-02-21;57.0954
2020-02-20;57.8476
2020-02-19;58.1337
2020-02-18;57.6265
2020-02-15;57.7981
2020-02-14;57.9487
2020-02-13;57.3493
2020-02-12;58.1804
2020-02-11;58.0923
2020-02-08;57.7622
2020-02-07;57.1226
2020-02-06;57.7329
2020-02-05;58.1725
2020-02-04;58.8943
2020-02-01;57.9119
2020-01-31;57.9028
2020-01-30;57.1656
2020-01-29;57.6553
2020-01-28;57.1253
2020-01-25;56.3871
2020-01-24;56.5457
2020-01-23;56.213
2020-01-22;56.2499
2020-01-21;55.8066
2020-01-18;55.8302
2020-01-17;55.9875
2020-01-16;55.8836
2020-01-15;55.8843
2020-01-14;55.581
2020-01-11;55.9098
2020-01-10;56.0161
2020-01-09;56.9746
2020-01-01;56.9746
2019-12-31;56.7032
2019-12-28;56.6575
2019-12-27;56.3804
2019-12-26;56.4058
2019-12-25;56.8309
2019-12-24;56.9246
2019-12-21;57.0684
2019-12-20;57.0644
2019-12-19;57.1979
2019-12-18;57.0683
2019-12-17;57.357
2019-12-14;57.0596
2019-12-13;58.2082
2019-12-12;58.4482
2019-12-11;58.5198
2019-12-10;58.7078
2019-12-07;58.6591
2019-12-06;58.6117
2019-12-05;59.1739
2019-12-04;58.7875
2019-12-03;58.7385
2019-11-30;58.5034
2019-11-29;58.5955
2019-11-28;58.6014
2019-11-27;58.778
2019-11-26;58.5713
2019-11-23;58.6298
2019-11-22;58.8279
2019-11-21;59.0575
2019-11-20;58.6715
2019-11-19;58.5089
2019-11-16;58.8641
2019-11-15;59.0791
2019-11-14;58.8244
2019-11-13;58.4547
2019-11-12;58.635
2019-11-09;58.315
2019-11-08;58.4892
2019-11-07;58.3189
2019-11-06;58.1083
2019-11-05;59.3105
2019-11-02;59.3105
2019-11-01;58.711
2019-10-31;58.6829
2019-10-30;58.6341
2019-10-29;58.7391
2019-10-26;58.9206
2019-10-25;58.7597
2019-10-24;58.8694
2019-10-23;58.6404
2019-10-22;58.6871
2019-10-19;58.8626
2019-10-18;58.8422
2019-10-17;59.2146
2019-10-16;59.2838
2019-10-15;59.4625
2019-10-12;59.4912
2019-10-11;60.2444
2019-10-10;60.6716
2019-10-09;60.5133
2019-10-08;60.6728
2019-10-05;60.8981
2019-10-04;60.7454
2019-10-03;60.7641
2019-10-02;60.0332
2019-10-01;59.9191
2019-09-28;59.7077
2019-09-27;59.7285
2019-09-26;59.7953
2019-09-25;59.1816
2019-09-24;59.4757
2019-09-21;59.1438
2019-09-20;59.4381
2019-09-19;59.549
2019-09-18;59.2783
2019-09-17;59.1568
2019-09-14;59.6927
2019-09-13;60.4375
2019-09-12;60.7118
2019-09-11;61.0071
2019-09-10;61.3002
2019-09-07;61.6603
2019-09-06;62.036
2019-09-05;62.609
2019-09-04;63.0813
2019-09-03;62.6897
2019-08-31;62.4874
2019-08-30;62.8533
2019-08-29;62.7868
2019-08-28;62.6195
2019-08-27;62.3362
2019-08-24;61.5341
2019-08-23;61.6697
2019-08-22;62.2013
2019-08-21;62.7463
2019-08-20;62.493
2019-08-17;62.1696
2019-08-16;62.0352
2019-08-15;61.2841
2019-08-14;62.3383
2019-08-13;62.1355
2019-08-10;61.5781
2019-08-09;61.3941
2019-08-08;61.2671
2019-08-07;61.2378
2019-08-06;61.3983
2019-08-03;60.4388
2019-08-02;58.5177
2019-08-01;58.414
2019-07-31;58.3709
2019-07-30;58.4504
2019-07-27;58.0933
2019-07-26;58.4275
2019-07-25;58.4166
2019-07-24;58.3744
2019-07-23;58.3964
2019-07-20;58.3828
2019-07-19;58.3177
2019-07-18;58.1398
2019-07-17;58.1413
2019-07-16;58.2442
2019-07-13;58.1825
2019-07-12;58.3039
2019-07-11;58.5767
2019-07-10;58.5735
2019-07-09;58.9505
2019-07-06;58.8714
2019-07-05;58.8111
2019-07-04;58.9364
2019-07-03;58.4159
2019-07-02;58.2351
2019-06-29;58.5878
2019-06-28;58.3779
2019-06-27;58.4617
2019-06-26;58.419
2019-06-25;58.5722
2019-06-22;58.7935
2019-06-21;58.8421
2019-06-20;59.0406
2019-06-19;59.3964
2019-06-18;59.228
2019-06-15;59.5413
2019-06-14;59.6451
2019-06-13;59.3877
2019-06-12;59.3877
2019-06-11;59.6363
2019-06-08;59.947
2019-06-07;60.2818
2019-06-06;60.1582
2019-06-05;60.3095
2019-06-04;60.5614
2019-06-01;60.0757
2019-05-31;59.2921
2019-05-30;59.41
2019-05-29;59.0506
2019-05-28;58.8521
2019-05-25;58.9916
2019-05-24;58.5141
2019-05-23;58.329
2019-05-22;58.5983
2019-05-21;58.5596
2019-05-18;58.9472
2019-05-17;58.9506
2019-05-16;59.2119
2019-05-15;59.5668
2019-05-14;59.7003
2019-05-11;59.2208
2019-05-10;59.2208
2019-05-09;59.2208
2019-05-08;58.9369
2019-05-07;59.0119
2019-05-04;58.0591
2019-05-03;58.0591
2019-05-02;58.0591
2019-05-01;58.0591
2019-04-30;57.8923
2019-04-27;57.9511
2019-04-26;57.814
2019-04-25;57.2142
2019-04-24;57.0348
2019-04-23;56.995
2019-04-20;57.1481
2019-04-19;57.2733
2019-04-18;57.081
2019-04-17;57.3975
2019-04-16;57.4069
2019-04-13;57.638
2019-04-12;57.9415
2019-04-11;58.2458
2019-04-10;58.2183
2019-04-09;58.6228
2019-04-06;58.5535
2019-04-05;58.6455
2019-04-04;58.4141
2019-04-03;58.7857
2019-04-02;58.9003
2019-03-30;58.4301
2019-03-29;58.8593
2019-03-28;58.4098
2019-03-27;58.2554
2019-03-26;58.5958
2019-03-23;57.5572
2019-03-22;57.7818
2019-03-21;57.6169
2019-03-20;57.805
2019-03-19;57.9917
2019-03-16;58.5651
2019-03-15;58.5489
2019-03-14;58.8955
2019-03-13;59.0504
2019-03-12;59.3971
2019-03-09;59.0314
2019-03-08;59.0314
2019-03-07;58.8778
2019-03-06;58.8002
2019-03-05;58.7907
2019-03-02;58.8128
2019-03-01;59.4939
2019-02-28;59.5544
2019-02-27;59.2142
2019-02-26;58.9878
2019-02-23;59.153
2019-02-22;59.1704
2019-02-21;59.3973
2019-02-20;59.7924
2019-02-19;59.8951
2019-02-16;60.4837
2019-02-15;59.9081
2019-02-14;59.322
2019-02-13;59.438
2019-02-12;59.6752
2019-02-09;60.1747
2019-02-08;59.999
2019-02-07;59.8811
2019-02-06;59.6544
2019-02-05;59.6914
2019-02-02;60.2635
2019-02-01;60.1405
2019-01-31;60.4663
2019-01-30;60.7437
2019-01-29;60.2623
2019-01-26;60.0364
2019-01-25;60.1847
2019-01-24;60.53
2019-01-23;60.8345
2019-01-22;60.5257
2019-01-19;60.6066
2019-01-18;61.0893
2019-01-17;61.4834
2019-01-16;61.7442
2019-01-15;62.1257
2019-01-12;61.7854
2019-01-11;61.9538
2019-01-10;61.6087
2018-12-30;62.9976
2018-12-29;62.9356
2018-12-28;62.087
2018-12-27;62.3379
2018-12-26;62.3338
2018-12-25;61.6643
2018-12-22;61.222
2018-12-21;60.2307
2018-12-20;59.7269
2018-12-19;59.3424
2018-12-18;58.7511
2018-12-15;58.4881
2018-12-14;58.3796
2018-12-13;58.5452
2018-12-12;58.8177
2018-12-11;58.8161
2018-12-08;59.326
2018-12-07;59.0468
2018-12-06;59.1181
2018-12-05;58.7686
2018-12-04;58.4097
2018-12-01;58.6534
2018-11-30;58.8252
2018-11-29;58.7972
2018-11-28;58.8007
2018-11-27;58.6923
2018-11-24;58.1865
2018-11-23;58.077
2018-11-22;58.4287
2018-11-21;58.3282
2018-11-20;58.51
2018-11-17;58.2695
2018-11-16;58.7157
2018-11-15;59.7072
2018-11-14;59.3148
2018-11-13;59.1665
2018-11-10;58.738
2018-11-09;58.2293
2018-11-08;58.3901
2018-11-07;58.2472
2018-11-06;58.0764
2018-11-03;58.0764
2018-11-02;58.158
2018-11-01;57.9958
2018-10-31;58.282
2018-10-30;58.7904
2018-10-27;58.5839
2018-10-26;58.5386
2018-10-25;58.3455
2018-10-24;58.1594
2018-10-23;57.9241
2018-10-20;58.5456
2018-10-19;58.3822
2018-10-18;58.2677
2018-10-17;58.4285
2018-10-16;58.84
2018-10-13;58.7359
2018-10-12;59.4354
2018-10-11;58.4941
2018-10-10;58.6782
2018-10-09;58.9485
2018-10-06;58.5397
2018-10-05;57.9
2018-10-04;57.468
2018-10-03;57.3507
2018-10-02;57.5164
2018-09-29;57.8273
2018-09-28;58.414
2018-09-27;58.2785
2018-09-26;58.3007
2018-09-25;58.7535
2018-09-22;58.7659
2018-09-21;59.2156
2018-09-20;59.6305
2018-09-19;60.5225
2018-09-18;60.9245
2018-09-15;61.0675
2018-09-14;61.5772
2018-09-13;62.4223
2018-09-12;62.7686
2018-09-11;62.9248
2018-09-08;62.3536
2018-09-07;61.3184
2018-09-06;61.4126
2018-09-05;61.2238
2018-09-04;61.0172
2018-09-01;61.4704
2018-08-31;61.0027
2018-08-30;61.2898
2018-08-29;60.6635
2018-08-28;60.6273
2018-08-25;60.8729
2018-08-24;61.8493
2018-08-23;61.2411
2018-08-22;60.9686
2018-08-21;60.7119
2018-08-18;60.4062
2018-08-17;60.3811
2018-08-16;59.6461
2018-08-15;60.0923
2018-08-14;61.8554
2018-08-11;60.3559
2018-08-10;59.6764
2018-08-09;57.316
2018-08-08;57.0758
2018-08-07;57.0661
2018-08-04;56.8007
2018-08-03;56.5606
2018-08-02;55.8488
2018-08-01;55.9843
2018-07-31;56.5081
2018-07-28;56.6632
2018-07-27;56.8602
2018-07-26;56.7197
2018-07-25;56.5681
2018-07-24;56.9408
2018-07-21;56.447
2018-07-20;55.9828
2018-07-19;55.6569
2018-07-18;55.5646
2018-07-17;55.3629
2018-07-14;55.2467
2018-07-13;55.3855
2018-07-12;55.9265
2018-07-11;56.2079
2018-07-10;56.8966
2018-07-07;57.0694
2018-07-06;57.1742
2018-07-05;57.2161
2018-07-04;56.9878
2018-07-03;57.0236
2018-06-30;56.6983
2018-06-29;57.334
2018-06-28;57.5087
2018-06-27;57.2465
2018-06-26;57.4804
2018-06-23;57.394
2018-06-22;57.6817
2018-06-21;57.758
2018-06-20;58.4059
2018-06-19;57.4592
2018-06-16;56.7517
2018-06-15;56.5893
2018-06-14;57.0286
2018-06-10;56.9084
2018-06-09;57.3043
2018-06-08;56.2264
2018-06-07;56.3515
2018-06-06;56.4398
2018-06-05;56.5433
2018-06-02;57.0014
2018-06-01;56.9816
2018-05-31;57.6077
2018-05-30;57.7027
2018-05-29;56.9023
2018-05-26;56.339
2018-05-25;55.9867
2018-05-24;56.0383
2018-05-23;55.1975
2018-05-22;56.1587
2018-05-19;55.8277
2018-05-18;55.8737
2018-05-17;56.5443
2018-05-16;56.3568
2018-05-15;56.3863
2018-05-12;56.449
2018-05-11;56.9114
2018-05-09;57.8069
2018-05-08;57.4127
2018-05-05;57.9323
2018-05-04;57.8961
2018-04-29;56.857
2018-04-28;57.3757
2018-04-27;57.2525
2018-04-26;56.5393
2018-04-25;56.6638
2018-04-24;57.2592
2018-04-21;57.0147
2018-04-20;56.6941
2018-04-19;57.3528
2018-04-18;57.1532
2018-04-17;58.0883
2018-04-14;57.0841
2018-04-13;58.0571
2018-04-12;59.922
2018-04-11;58.2597
2018-04-10;54.6655
2018-04-07;53.8409
2018-04-06;53.77
2018-04-05;54.4487
2018-04-04;54.2091
2018-04-03;53.8874
2018-03-31;53.9294
2018-03-30;54.1888
2018-03-29;54.5151
2018-03-28;54.1786
2018-03-27;54.2404
2018-03-24;54.38
2018-03-23;53.7664
2018-03-22;54.0853
2018-03-21;54.2146
2018-03-20;54.3739
2018-03-17;54.3809
2018-03-16;53.728
2018-03-15;53.387
2018-03-14;53.2435
2018-03-13;53.1595
2018-03-08;53.6898
2018-03-07;53.2831
2018-03-06;54.1309
2018-03-03;53.5604
2018-03-02;52.8427
2018-03-01;52.61
2018-02-28;51.998
2018-02-27;52.4438
2018-02-23;52.8819
2018-02-22;52.6179
2018-02-21;52.7806
2018-02-20;52.8628
2018-02-17;53.2207
2018-02-16;53.1603
2018-02-15;53.6369
2018-02-14;53.6822
2018-02-13;53.4227
2018-02-10;53.2489
2018-02-09;52.5667
2018-02-08;52.2483
2018-02-07;52.3869
2018-02-06;51.5454
2018-02-03;51.0553
2018-02-02;51.3591
2018-02-01;51.6896
2018-01-31;51.7551
2018-01-30;51.6595
2018-01-27;51.2308
2018-01-26;51.2521
2018-01-25;51.3255
2018-01-24;50.8418
2018-01-23;51.0835
2018-01-20;51.1726
2018-01-19;51.0406
2018-01-18;51.097
2018-01-17;50.9306
2018-01-16;50.9073
2018-01-13;50.8713
2018-01-12;51.0325
2018-01-11;50.8138
2018-01-10;50.5483
2017-12-30;51.1479
2017-12-29;51.1055
2017-12-28;50.757
2017-12-27;50.9593
2017-12-26;51.3875
2017-12-23;51.4175
2017-12-22;51.5921
2017-12-21;51.8999
2017-12-20;52.0553
2017-12-19;52.0683
2017-12-16;52.5248
2017-12-15;52.0855
2017-12-14;52.1672
2017-12-13;51.873
2017-12-12;52.2376
2017-12-09;52.1956
2017-12-08;52.655
2017-12-07;52.5206
2017-12-06;52.1224
2017-12-05;52.2508
2017-12-02;51.9908
2017-12-01;52.1488
2017-11-30;52.3525
2017-11-29;52.5221
2017-11-28;52.4241
2017-11-25;52.5538
2017-11-24;52.5621
2017-11-23;52.6582
2017-11-22;52.8419
2017-11-21;52.8954
2017-11-18;52.9643
2017-11-17;53.039
2017-11-16;53.3673
2017-11-15;52.3471
2017-11-14;52.1499
2017-11-11;52.2137
2017-11-10;52.1591
2017-11-09;52.0724
2017-11-08;51.2028
2017-11-04;51.2338
2017-11-03;50.9155
2017-11-02;51.063
2017-11-01;51.4067
2017-10-31;50.9052
2017-10-28;50.9369
2017-10-27;50.7907
2017-10-26;50.603
2017-10-25;50.6734
2017-10-24;50.4925
2017-10-21;50.698
2017-10-20;51.1035
2017-10-19;50.9017
2017-10-18;51.125
2017-10-17;51.0723
2017-10-14;51.4185
2017-10-13;51.3892
2017-10-12;51.5793
2017-10-11;51.6856
2017-10-10;51.7597
2017-10-07;51.1048
2017-10-06;51.1196
2017-10-05;51.3286
2017-10-04;51.22
2017-10-03;51.1872
2017-09-30;51.6096
2017-09-29;51.8301
2017-09-28;51.4343
2017-09-27;51.5007
2017-09-26;51.3066
2017-09-23;51.4848
2017-09-22;51.7617
2017-09-21;52.1734
2017-09-20;52.0253
2017-09-19;51.7528
2017-09-16;51.989
2017-09-15;52.345
2017-09-14;52.4468
2017-09-13;52.2068
2017-09-12;52.7077
2017-09-09;52.9585
2017-09-08;52.4351
2017-09-07;52.7495
2017-09-06;52.8337
2017-09-05;52.8024
2017-09-02;52.7491
2017-09-01;52.9895
2017-08-31;53.4133
2017-08-30;53.9664
2017-08-29;53.6242
2017-08-26;53.9496
2017-08-25;54.0879
2017-08-24;54.0505
2017-08-23;53.9889
2017-08-22;54.2751
2017-08-19;54.4174
2017-08-18;53.8431
2017-08-17;53.7721
2017-08-16;54.2813
2017-08-15;54.4791
2017-08-12;55.2101
2017-08-11;54.494
2017-08-10;54.6417
2017-08-09;54.2613
2017-08-08;54.2136
2017-08-05;54.7865
2017-08-04;54.9106
2017-08-03;54.699
2017-08-02;54.2988
2017-08-01;54.2577
2017-07-29;53.5488
2017-07-28;53.3952
2017-07-27;53.5702
2017-07-26;53.7694
2017-07-25;53.801
2017-07-22;52.7337
2017-07-21;52.5854
2017-07-20;52.852
2017-07-19;52.8466
2017-07-18;52.4539
2017-07-15;52.8397
2017-07-14;53.2528
2017-07-13;53.4497
2017-07-12;53.1383
2017-07-11;52.8241
2017-07-08;53.0783
2017-07-07;53.1591
2017-07-06;52.4738
2017-07-05;52.309
2017-07-04;52.2432
2017-07-01;53.0116
2017-06-30;52.4855
2017-06-29;53.1763
2017-06-28;52.7874
2017-06-27;52.8473
2017-06-24;53.6261
2017-06-23;54.1802
2017-06-22;53.9714
2017-06-21;52.4968
2017-06-20;52.1843
2017-06-17;51.8715
2017-06-16;52.4145
2017-06-15;51.7446
2017-06-14;51.6562
2017-06-10;51.6627
2017-06-09;51.8948
2017-06-08;51.8227
2017-06-07;51.6893
2017-06-06;51.2239
2017-06-03;50.8295
2017-06-02;50.8749
2017-06-01;51.1367
2017-05-31;50.9229
2017-05-30;50.9278
2017-05-27;51.0832
2017-05-26;50.1679
2017-05-25;50.2966
2017-05-24;50.8201
2017-05-23;50.7193
2017-05-20;51.2901
2017-05-19;51.8129
2017-05-18;50.4408
2017-05-17;49.5576
2017-05-16;49.7433
2017-05-13;50.2695
2017-05-12;50.0075
2017-05-11;51.0233
2017-05-06;52.1197
2017-05-05;51.0317
2017-05-04;50.9052
2017-05-03;50.7977
2017-04-29;51.1823
2017-04-28;51.1659
2017-04-27;50.6231
2017-04-26;50.5914
2017-04-25;50.9142
2017-04-22;51.4933
2017-04-21;51.7654
2017-04-20;51.5606
2017-04-19;51.4256
2017-04-18;51.9084
2017-04-15;51.7009
2017-04-14;51.9355
2017-04-13;51.73
2017-04-12;51.4849
2017-04-11;51.5445
2017-04-08;51.4858
2017-04-07;51.0072
2017-04-06;50.4983
2017-04-05;51.2021
2017-04-04;50.3833
2017-04-01;50.0162
2017-03-31;50.7292
2017-03-30;51.3268
2017-03-29;51.454
2017-03-28;51.7218
2017-03-25;51.6015
2017-03-24;51.7408
2017-03-23;51.7541
2017-03-22;50.7604
2017-03-21;50.8136
2017-03-18;51.1156
2017-03-17;51.3862
2017-03-16;51.5414
2017-03-15;51.2309
2017-03-14;51.588
2017-03-11;51.3038
2017-03-10;51.3277
2017-03-09;51.1775
2017-03-08;51.1775
2017-03-07;51.3462
2017-03-04;51.5645
2017-03-03;51.1151
2017-03-02;51.4136
2017-03-01;51.5614
2017-02-28;51.5822
2017-02-23;50.718
2017-02-22;50.9906
2017-02-21;51.3971
2017-02-18;50.9181
2017-02-17;50.2556
2017-02-16;49.5803
2017-02-15;50.8779
2017-02-14;51.1041
2017-02-11;51.7507
2017-02-10;52.526
2017-02-09;53.0253
2017-02-08;52.7687
2017-02-07;52.1121
2017-02-04;52.4019
2017-02-03;53.1765
2017-02-02;53.1857
2017-02-01;52.8662
2017-01-31;52.3647
2017-01-28;52.404
2017-01-27;52.4476
2017-01-26;52.0837
2017-01-25;52.2678
2017-01-24;52.3982
2017-01-21;51.9771
2017-01-20;51.7117
2017-01-19;52.3026
2017-01-18;52.4771
2017-01-17;52.2935
2017-01-14;51.7905
2017-01-13;52.1407
2017-01-12;51.9282
2017-01-11;51.7575
2017-01-10;51.1124
2016-12-31;51.8324
2016-12-30;51.7543
2016-12-29;51.5941
2016-12-28;51.9117
2016-12-27;52.0073
2016-12-24;51.8095
2016-12-23;51.7222
2016-12-22;51.957
2016-12-21;52.3014
2016-12-20;52.6504
2016-12-17;52.2013
2016-12-16;52.3188
2016-12-15;52.8121
2016-12-14;52.9538
2016-12-13;53.0866
2016-12-10;55.2984
2016-12-09;55.8405
2016-12-08;55.9424
2016-12-07;56.0865
2016-12-06;56.0223
2016-12-03;56.2917
2016-12-02;55.7258
2016-12-01;57.8712
2016-11-30;57.8187
2016-11-29;58.0456
2016-11-26;57.3383
2016-11-25;56.9936
2016-11-24;57.6369
2016-11-23;57.4391
2016-11-22;58.0717
2016-11-19;58.7884
2016-11-18;59.6128
2016-11-17;58.9572
2016-11-16;60.7298
2016-11-15;61.1023
2016-11-12;61.1387
2016-11-11;59.9481
2016-11-10;61.8727
2016-11-09;61.0239
2016-11-08;61.1583
2016-11-05;61.7356
2016-11-04;61.7356
2016-11-03;61.2454
2016-11-02;60.1442
2016-11-01;60.2271
2016-10-29;59.7404
2016-10-28;60.2589
2016-10-27;59.7416
2016-10-26;59.4187
2016-10-25;59.896
2016-10-22;60.1434
2016-10-21;60.1952
2016-10-20;60.494
2016-10-19;60.4566
2016-10-18;60.6143
2016-10-15;60.4398
2016-10-14;60.9687
2016-10-13;60.499
2016-10-12;59.8975
2016-10-11;60.4568
2016-10-08;60.0078
2016-10-07;60.2249
2016-10-06;60.7512
2016-10-05;61.0018
2016-10-04;61.6993
2016-10-01;62.7373
2016-09-30;62.2431
2016-09-29;63.4843
2016-09-28;63.2965
2016-09-27;63.7617
2016-09-24;63.3008
2016-09-23;63.3822
2016-09-22;63.3092
2016-09-21;63.6533
2016-09-20;63.7726
2016-09-17;63.7477
2016-09-16;63.6916
2016-09-15;62.9499
2016-09-14;63.6361
2016-09-13;63.6722
2016-09-10;62.7652
2016-09-09;63.0059
2016-09-08;63.3509
2016-09-07;62.7383
2016-09-06;62.65
2016-09-03;63.5581
2016-09-02;62.9951
2016-09-01;63.2148
2016-08-31;63.3952
2016-08-30;63.6707
2016-08-27;64.4512
2016-08-26;64.7291
2016-08-25;64.6814
2016-08-24;64.6682
2016-08-23;63.7456
2016-08-20;63.8147
2016-08-19;63.4884
2016-08-18;63.5022
2016-08-17;63.7474
2016-08-16;63.5059
2016-08-13;63.0533
2016-08-12;64.1257
2016-08-11;63.9157
2016-08-10;63.3066
2016-08-09;63.6167
2016-08-06;64.8397
2016-08-05;65.4936
2016-08-04;66.006
2016-08-03;65.8575
2016-08-02;64.4063
2016-07-30;64.5934
2016-07-29;63.1176
2016-07-28;62.5117
2016-07-27;63.1243
2016-07-26;61.0997
2016-07-23;60.9487
2016-07-22;59.6875
2016-07-21;59.5757
2016-07-20;59.3873
2016-07-19;59.7486
2016-07-16;59.6531
2016-07-15;60.2172
2016-07-14;61.2617
2016-07-13;61.9304
2016-07-12;62.9682
2016-07-09;63.8307
2016-07-08;63.419
2016-07-07;64.0571
2016-07-06;63.1995
2016-07-05;62.0071
2016-07-02;62.373
2016-07-01;62.4184
2016-06-30;62.7668
2016-06-29;63.3741
2016-06-28;63.7519
2016-06-25;63.6479
2016-06-24;61.5543
2016-06-23;61.0045
2016-06-22;61.4961
2016-06-21;61.3092
2016-06-18;62.775
2016-06-17;63.283
2016-06-16;61.9945
2016-06-15;62.4019
2016-06-14;60.4604
2016-06-11;60.4604
2016-06-10;59.9203
2016-06-09;60.4455
2016-06-08;60.4766
2016-06-07;61.4538
2016-06-04;61.4146
2016-06-03;61.2686
2016-06-02;60.5514
2016-06-01;59.4319
2016-05-31;59.408
2016-05-28;60.177
2016-05-27;59.2622
2016-05-26;59.8093
2016-05-25;61.2127
2016-05-24;61.1496
2016-05-21;60.1763
2016-05-20;60.0853
2016-05-19;59.3949
2016-05-18;58.9436
2016-05-17;59.7097
2016-05-14;59.6981
2016-05-13;59.6325
2016-05-12;60.9718
2016-05-11;60.8986
2016-05-07;61.8827
2016-05-06;61.3832
2016-05-05;61.837
2016-05-04;60.0994
2016-05-03;60.0994
2016-04-30;60.0994
2016-04-29;60.1953
2016-04-28;58.6436
2016-04-27;59.9539
2016-04-26;59.9375
2016-04-23;59.941
2016-04-22;59.2703
2016-04-21;60.6089
2016-04-20;60.1856
2016-04-19;63.0313
2016-04-16;60.4284
2016-04-15;60.8904
2016-04-14;60.2945
2016-04-13;61.3374
2016-04-12;62.0752
2016-04-09;61.9183
2016-04-08;62.41
2016-04-07;62.0806
2016-04-06;62.3722
2016-04-05;61.5122
2016-04-02;59.7792
2016-04-01;60.3345
2016-03-31;60.3074
2016-03-30;60.4944
2016-03-29;59.7397
2016-03-26;60.5696
2016-03-25;61.0754
2016-03-24;60.1146
2016-03-23;60.8078
2016-03-22;61.7699
2016-03-19;61.4634
2016-03-18;61.4143
2016-03-17;62.4923
2016-03-16;62.4338
2016-03-15;61.6767
2016-03-12;61.7891
2016-03-11;62.6065
2016-03-10;64.3155
2016-03-05;64.3021
2016-03-04;64.8007
2016-03-03;64.4031
2016-03-02;65.4733
2016-03-01;67.1706
2016-02-27;66.5222
2016-02-26;68.1501
2016-02-25;68.1805
2016-02-24;68.5197
2016-02-23;68.5197
2016-02-21;68.5197
2016-02-20;67.6251
2016-02-19;66.3304
2016-02-18;68.4729
2016-02-17;66.6623
2016-02-16;68.3503
2016-02-13;70.7063
2016-02-12;70.6789
2016-02-11;68.9805
2016-02-10;68.3287
2016-02-09;65.6122
2016-02-06;66.1854
2016-02-05;64.9349
2016-02-04;66.088
2016-02-03;64.5869
2016-02-02;62.999
2016-01-30;62.2236
2016-01-29;65.0994
2016-01-28;66.8191
2016-01-27;69.4466
2016-01-26;65.737
2016-01-23;68.2201
2016-01-22;71.3937
2016-01-21;68.3862
2016-01-20;66.5504
2016-01-19;66.9827
2016-01-16;65.1035
2016-01-15;64.9353
2016-01-14;64.6294
2016-01-13;65.195
2016-01-12;64.5812
2016-01-09;60.5806
2016-01-06;60.5806
2016-01-01;60.5806
2015-12-31;60.5087
2015-12-30;60.2439
2015-12-29;58.7123
2015-12-26;58.3921
2015-12-25;57.7068
2015-12-24;58.6129
2015-12-23;58.7511
2015-12-22;58.6874
2015-12-19;58.549
2015-12-18;57.704
2015-12-17;57.7532
2015-12-16;58.6119
2015-12-15;57.8955
2015-12-12;56.6803
2015-12-11;56.8268
2015-12-10;56.3564
2015-12-09;56.3138
2015-12-08;55.5367
2015-12-05;55.1304
2015-12-04;54.8715
2015-12-03;54.2162
2015-12-02;53.9168
2015-12-01;54.3218
2015-11-28;54.1281
2015-11-27;53.5799
2015-11-26;53.5374
2015-11-25;53.5332
2015-11-24;53.277
2015-11-21;52.7527
2015-11-20;52.6776
2015-11-19;52.5608
2015-11-18;53.1212
2015-11-17;54.1013
2015-11-14;54.3045
2015-11-13;53.2364
2015-11-12;52.4463
2015-11-11;52.2123
2015-11-10;52.3949
2015-11-07;52.2507
2015-11-06;52.1138
2015-11-04;52.8909
2015-11-03;52.9279
2015-10-31;53.3186
2015-10-30;53.1527
2015-10-29;54.2784
2015-10-28;52.7302
2015-10-27;51.7244
2015-10-24;51.4635
2015-10-23;52.4771
2015-10-22;52.2338
2015-10-21;51.9945
2015-10-20;51.4869
2015-10-17;51.5165
2015-10-16;52.5637
2015-10-15;52.7799
2015-10-14;51.9939
2015-10-13;50.8828
2015-10-10;51.0083
2015-10-09;51.9963
2015-10-08;52.2442
2015-10-07;54.1116
2015-10-06;54.6282
